feature_1,feature_2,feature_3,feature_4,feature_5,target
0.1852342116809999,0.15173581127745284,-1.280147857764536,0.11347656252922877,1.3157665082821597,1
1.4714647386596993,-0.0889695096769354,-0.7097650412319345,-1.5096829218922974,-1.5579523176766679,0
-2.0102944970470693,-1.8481181061619076,-1.2806672450159748,2.1691827934793997,-0.15721389336445102,0
1.422282454446077,-1.3278178909304876,-1.4751457534003476,-1.534801829538651,-1.753573717908687,0
-0.9047733398971962,-0.7736012777266612,-0.9086747596509184,1.063586634279655,-0.683431790130123,1
-1.3442411745094442,-1.4763625475479232,-0.7851136742622464,1.385009389203051,1.388582269040288,0
0.12955575846827908,2.493409619666023,2.0611208646263144,-0.10187456425056673,0.4125703966441225,1
0.2258115744665635,-0.2631595074163622,0.26360203891828116,-0.3673288139312534,0.5518636553095008,1
-1.264377056858544,0.5124465526452477,-1.902995217888967,1.9566141607115382,1.246694736529587,1
0.08921974728978918,-0.4016306208203205,-0.3833567670340372,-0.09556877923248264,-0.7825437052344801,0
-2.2897315596544447,-0.12003029041740088,1.3847546285112715,2.2326321722455638,-0.5098575774999748,1
0.023681711122085117,-0.46225508033752094,-0.4051852726910389,-0.029446637158646816,0.1550366235955187,0
-0.6333085445753822,-0.7857249714457695,-1.0230942301701647,0.7822026681509504,-0.006653454631237347,0
-1.5258870563394813,-1.1166009908304417,0.8006161417671458,1.3030441022357486,0.1798454187280591,0
-1.8059772013370525,-0.7791839253291968,-0.2965487065045782,1.935634799315843,0.9198275101476635,1
-0.12979432089053958,-0.3825466467597465,0.468533059891705,-0.03894660734337052,-0.6587688257813566,0
-1.5078622681962797,1.898483325621374,-1.026641039843111,2.3153979663642614,-0.7283151499478859,1
1.1736342989665232,3.317946509520454,1.0836426589040467,-0.8836056118970674,-0.6638969135466657,1
-1.4494439083044486,-1.329634436908076,-1.5092262148899795,1.6974879623907384,-0.06958982291301025,0
-1.552920393035498,1.7655513578365298,2.5366354192697145,1.5304574062711023,-1.7585989999941474,1
-1.2988437757869926,2.420341321887528,3.2923727832868823,1.2079346584462771,-1.40515992236446,1
-0.30695790340348256,0.27556716740549925,-0.044481360212346055,0.4112942146512446,2.0055740456399533,1
-0.9618380008265789,2.4553136640547946,-1.6525264848994339,1.9583432331422286,-0.6228545031012834,1
1.9107331135686456,-1.3028182624982687,-2.066834789092857,-1.943985989560336,-0.8837777888642685,0
1.8597844881549743,-1.2113678591254453,-2.436260388453925,-1.784223307404718,-1.0877809352617618,0
-1.1292237360935653,2.6695052577496594,2.773166422896703,1.1863079628698636,-1.050911957828187,1
-1.9267460199534103,-0.3102424378149533,0.43554914282173884,2.001323983325249,0.4466397315170858,1
-0.5036621181609493,-0.16697148611474266,0.08030997423999997,0.5131623723377843,-0.40038136018331794,0
-0.9618648085806849,-1.463031237020278,0.06644612933630345,0.7651692687042195,-0.04726465262900927,0
-1.4121857607243775,-1.2524833882055195,-1.497906606650295,1.6688957988734074,-1.0171921705453906,0
1.1778424521429394,-1.5821755197385126,-1.5120173415959575,-1.3040774863193159,-2.3697214094844474,0
-0.8849626462460487,-0.43116172312041234,-0.6528661325488396,1.0535133627072617,-0.3357150728865708,1
-0.6109204762898913,0.17441483032764526,0.23527606349303465,0.6684459549693673,-1.007089364306261,1
-1.3007323236172115,0.3622091137337943,0.9540047006251113,1.318563521085411,-1.4130243453417775,1
2.1552914324057775,0.8580688891025168,-0.6399031515627047,-2.0993173496666904,-0.4537443085364418,0
